# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (SPLICE_SITE_ACCEPTOR)	Total score (SPLICE_SITE_ACCEPTOR)	Length (SPLICE_SITE_ACCEPTOR)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (SPLICE_SITE_REGION)	Total score (SPLICE_SITE_REGION)	Length (SPLICE_SITE_REGION)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Bases affected (UTR_3_PRIME)	Total score (UTR_3_PRIME)	Length (UTR_3_PRIME)	Bases affected (UTR_5_PRIME)	Total score (UTR_5_PRIME)	Length (UTR_5_PRIME)	Count (DOWNSTREAM)	Count (EXON)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (NON_SYNONYMOUS_START)	Count (SPLICE_SITE_ACCEPTOR)	Count (SPLICE_SITE_DONOR)	Count (SPLICE_SITE_REGION)	Count (START_GAINED)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)	Count (UTR_3_PRIME)	Count (UTR_5_PRIME)
TCP11	TCP11	mRNA	13	0	5000	2	0	2135	64	0	23339	61	0	21204	0	0	22	0	0	20	0	0	0	9	0	5000	1	0	197	0	0	615	13	0	61	1	0	0	0	0	0	0	0	0	1	0	9	1	0
TCP11L1	TCP11L1	mRNA	15	0	5000	2	0	3009	176	0	34147	174	0	31138	0	0	18	0	0	20	0	0	0	21	0	5598	0	0	887	0	0	592	15	0	174	0	0	0	0	0	0	0	0	0	2	0	21	0	0
TCP11L2	TCP11L2	mRNA	32	0	10000	4	0	2769	118	0	44224	112	0	41455	0	0	20	0	0	18	1	0	0	7	0	5000	7	0	994	0	0	186	32	0	112	3	0	0	0	1	0	0	0	0	1	0	7	7	0
TCP11X2	TCP11X2	mRNA	0	0	5000	0	0	1747	0	0	11506	0	0	9759	0	0	18	0	0	18	0	0	0	0	0	5000	0	0	194	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCP11X2.2	TCP11X2	mRNA	0	0	5000	0	0	1747	0	0	11493	0	0	9746	0	0	18	0	0	18	0	0	0	0	0	5000	0	0	194	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCTA	TCTA	mRNA	2	0	5000	0	0	2147	0	0	4271	7	0	2124	0	0	4	0	0	4	0	0	0	11	0	5000	5	0	1614	0	0	221	2	0	7	0	0	0	0	0	0	0	0	0	0	0	11	5	0
TCTE1	TCTE1	mRNA	14	0	5000	5	0	1683	66	0	17562	61	0	15879	0	0	8	0	0	8	0	0	0	18	0	5000	0	0	21	0	0	156	14	0	61	3	0	0	0	0	0	0	0	0	2	0	18	0	0
TCTE3	TCTE3	mRNA	11	0	5000	2	0	747	29	0	11424	26	0	10677	0	0	6	0	0	6	0	0	0	7	0	5000	1	0	66	0	0	84	11	0	26	1	0	0	0	0	0	0	0	0	1	0	7	1	0
TCTEX1D1	TCTEX1D1	mRNA	7	0	5000	2	0	2264	76	0	26591	71	0	24327	0	0	8	1	0	8	0	0	0	9	0	5000	3	0	1593	0	0	131	7	0	71	2	0	0	1	0	0	0	0	0	0	0	9	3	0
TCTEX1D2	TCTEX1D2	mRNA	15	0	5000	0	0	679	50	0	27076	50	0	26397	0	0	8	0	0	8	0	0	0	12	0	5000	0	0	108	0	0	142	15	0	50	0	0	0	0	0	0	0	0	0	0	0	12	0	0
TCTEX1D4	TCTEX1D4	mRNA	7	0	5000	0	0	1264	0	0	1372	0	0	108	0	0	2	0	0	2	0	0	0	8	0	5000	0	0	89	0	0	509	7	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
TCTN1	TCTN1	mRNA	7	0	5000	0	0	2229	44	0	35104	44	0	32875	0	0	36	0	0	34	0	0	0	6	0	5080	0	0	89	0	0	421	7	0	44	0	0	0	0	0	0	0	0	0	0	0	6	0	0
TCTN2	TCTN2	mRNA	9	0	5000	1	0	2912	125	0	37291	120	0	34379	0	0	36	0	0	34	3	0	0	8	0	5000	3	0	690	1	0	128	9	0	120	0	0	0	0	3	0	0	0	0	1	0	8	3	1
TCTN3	TCTN3	mRNA	13	0	5000	4	0	2739	64	0	30748	62	0	28009	0	0	26	0	0	26	0	0	0	10	0	5000	1	0	671	0	0	244	13	0	62	3	0	0	0	0	0	0	0	0	1	0	10	1	0
TDG	TDG	mRNA	18	0	5000	1	0	3244	59	0	23064	56	0	19820	0	0	18	0	0	18	0	0	0	14	0	5000	1	0	1788	1	0	223	18	0	56	1	0	0	0	0	0	0	0	0	0	0	14	1	1
TDGF1	TDGF1	mRNA	16	0	5000	4	0	2192	39	0	7908	30	0	5716	0	0	10	0	0	12	1	0	0	14	0	8031	5	0	1212	1	0	426	16	0	30	3	0	0	0	1	0	0	0	0	1	0	14	5	1
TDGF1P3	TDGF1P3	Non-coding_transcript	14	0	5000	2	0	2710	2	0	2710	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
TDH	TDH	Non-coding_transcript	26	0	5000	4	0	1357	92	0	28816	88	0	27459	1	0	16	0	0	16	1	0	0	14	0	5000	0	0	0	0	0	0	26	4	88	0	0	1	0	1	0	0	0	0	0	0	14	0	0
TDO2	TDO2	mRNA	1	0	5000	0	0	1703	71	0	16714	71	0	15011	0	0	22	0	0	22	0	0	0	24	0	5000	0	0	416	0	0	66	1	0	71	0	0	0	0	0	0	0	0	0	0	0	24	0	0
TDP1	TDP1	mRNA	21	0	5000	7	0	3747	322	0	88863	326	0	85116	0	0	32	0	0	32	0	0	0	14	0	5000	6	0	1621	2	0	299	21	0	326	3	0	0	0	0	0	0	0	0	4	0	14	6	2
TDP2	TDP2	mRNA	17	0	5000	2	0	1925	43	0	16911	35	0	14986	0	0	12	0	0	12	0	0	0	18	0	5000	6	0	811	0	0	25	17	0	35	1	0	0	0	0	0	0	0	0	1	0	18	6	0
TDRD1	TDRD1	mRNA	18	0	5000	2	0	4510	109	0	53035	106	0	48525	0	0	50	0	0	50	1	0	0	0	0	5000	1	0	787	0	0	153	18	0	106	1	0	0	0	1	0	0	0	0	1	0	0	1	0
TDRD10	TDRD10	mRNA	5	0	5000	2	0	2529	140	0	45929	138	0	43400	0	0	24	0	0	24	0	0	0	7	0	5000	0	0	590	0	0	838	5	0	138	1	0	0	0	0	0	0	0	0	1	0	7	0	0
TDRD12	TDRD12	mRNA	13	0	5000	3	0	1617	143	0	71036	140	0	69419	0	0	24	0	0	24	0	0	0	10	0	5000	0	0	129	0	0	300	13	0	140	2	0	0	0	0	0	0	0	0	1	0	10	0	0
TDRD3	TDRD3	mRNA	12	0	5000	0	0	3137	314	0	177423	314	0	174286	0	0	30	0	0	28	2	0	0	9	0	5836	0	0	276	0	0	860	12	0	314	0	0	0	0	2	0	0	0	0	0	0	9	0	0
TDRD5	TDRD5	mRNA	19	0	5000	10	0	4290	266	0	99660	256	0	95370	0	0	36	0	0	40	0	0	0	27	0	10241	0	0	329	6	0	1357	19	0	256	5	0	0	0	0	1	0	0	0	5	0	27	0	6
TDRD6	TDRD6	mRNA	6	0	5000	5	0	8977	16	0	16445	6	0	7468	0	0	6	0	0	6	0	0	0	7	0	5000	5	0	2432	0	0	254	6	0	6	5	0	0	0	0	0	0	0	0	0	0	7	5	0
TDRD7	TDRD7	mRNA	3	0	5000	6	0	3762	90	0	84104	84	0	80342	0	0	32	0	0	32	1	0	0	11	0	5000	0	0	240	0	0	225	3	0	84	5	0	0	0	1	0	0	0	0	1	0	11	0	0
TDRD9	TDRD9	mRNA	8	0	5000	6	0	4764	235	0	124188	228	0	119424	0	0	70	0	0	70	0	0	0	4	0	5000	1	0	585	0	0	30	8	0	228	0	0	0	0	0	0	0	0	0	6	0	4	1	0
TDRG1	TDRG1	Non-coding_transcript	15	0	5000	3	0	1085	6	0	1469	3	0	384	0	0	2	0	0	2	0	0	0	17	0	5000	0	0	0	0	0	0	15	3	3	0	0	0	0	0	0	0	0	0	0	0	17	0	0
TDRKH	TDRKH	mRNA	13	0	6914	1	0	3263	45	0	18970	58	0	15707	0	0	28	0	0	30	0	0	0	10	0	5000	6	0	1395	0	0	182	13	0	58	0	0	0	0	0	0	0	0	0	1	0	10	6	0
TDRP	TDRP	mRNA	21	0	5000	1	0	3423	284	0	55992	275	0	52569	0	0	8	0	0	8	1	0	0	22	0	5936	14	0	2609	0	0	256	21	0	275	0	0	0	0	1	0	0	0	0	1	0	22	14	0
TEAD1	TEAD1	mRNA	15	0	5000	2	0	9416	637	0	270316	624	0	260900	0	0	24	0	0	24	1	0	0	10	0	5000	11	0	7515	0	0	620	15	0	624	1	0	0	0	1	0	0	0	0	1	0	10	11	0
TEAD2	TEAD2	mRNA	7	0	5002	0	0	2328	33	0	21862	33	0	19534	0	0	24	0	0	32	0	0	0	15	0	5962	0	0	728	0	0	408	7	0	33	0	0	0	0	0	0	0	0	0	0	0	15	0	0
TEAD3	TEAD3	mRNA	21	0	5000	3	0	2991	44	0	23488	38	0	20497	0	0	24	0	0	24	0	0	0	12	0	5000	3	0	1447	0	0	236	21	0	38	2	0	0	0	0	0	0	0	0	1	0	12	3	0
TEAD4	TEAD4	mRNA	28	0	5000	0	0	2161	354	0	81365	354	0	79204	0	0	24	0	0	24	1	0	0	10	0	5270	0	0	198	0	0	819	28	0	354	0	0	0	0	1	0	0	0	0	0	0	10	0	0
TEC	TEC	mRNA	10	0	5000	4	0	3620	431	0	134015	424	0	130395	0	0	34	0	0	34	1	0	0	15	0	5000	3	0	1633	0	0	91	10	0	424	1	0	0	0	1	0	0	0	0	3	0	15	3	0
TECPR1	TECPR1	mRNA	0	0	5000	2	0	5745	86	0	36809	77	0	31064	0	0	50	0	0	50	0	0	0	23	0	5000	6	0	1947	1	0	300	0	0	77	0	0	0	0	0	0	0	0	0	2	0	23	6	1
TECPR2	TECPR2	mRNA	17	0	10000	5	0	9068	222	0	139519	208	0	130451	0	0	38	0	0	38	1	0	0	4	0	5000	10	0	4591	0	0	226	17	0	208	2	0	0	0	1	0	0	0	0	3	0	4	10	0
TECR	TECR	mRNA	7	0	5000	1	0	1231	82	0	36414	81	0	35183	0	0	28	0	0	24	0	0	0	3	0	5000	0	0	109	0	0	130	7	1	81	0	0	0	0	0	0	0	0	0	1	0	3	0	0
TECRL	TECRL	mRNA	22	0	5000	2	0	2814	438	0	131002	428	0	128188	0	0	22	0	0	22	0	0	0	10	0	5000	8	0	1613	0	0	109	22	0	428	2	0	0	0	0	0	0	0	0	0	0	10	8	0
TECTA	TECTA	mRNA	26	0	5000	10	0	6468	266	0	88141	256	0	81673	0	0	44	0	0	44	0	0	0	6	0	5000	0	0	0	0	0	0	26	0	256	3	0	0	0	0	0	0	0	0	7	0	6	0	0
TECTB	TECTB	mRNA	15	0	5000	1	0	2791	68	0	21379	65	0	18588	0	0	18	0	0	18	0	0	0	20	0	5000	2	0	1722	0	0	79	15	0	65	0	0	0	0	0	0	0	0	0	1	0	20	2	0
TEDDM1	TEDDM1	mRNA	14	0	5000	3	0	2500	8	0	2500	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5000	4	0	1547	1	0	131	14	0	0	1	0	0	0	0	0	0	0	0	2	0	20	4	1
TEF	TEF	mRNA	8	0	5000	1	0	4663	59	0	31996	54	0	27333	0	0	6	0	0	8	0	0	0	15	0	10000	4	0	3368	0	0	316	8	0	54	0	0	0	0	0	0	0	0	0	1	0	15	4	0
TEFM	TEFM	mRNA	15	0	5000	1	0	1339	17	0	7286	16	0	5947	0	0	6	0	0	6	0	0	0	20	0	5000	0	0	186	0	0	70	15	0	16	1	0	0	0	0	0	0	0	0	0	0	20	0	0
TEK	TEK	mRNA	42	0	5000	7	0	4771	596	0	121038	584	0	116267	0	0	44	0	0	46	0	0	0	12	0	5000	4	0	946	1	0	450	42	0	584	2	0	0	0	0	0	0	0	0	5	0	12	4	1
TEKT1	TEKT1	mRNA	15	0	5000	5	0	1413	152	0	31761	147	0	30348	0	0	14	0	0	14	0	0	0	13	0	5000	0	0	46	0	0	110	15	0	147	3	0	0	0	0	0	0	0	0	2	0	13	0	0
TEKT2	TEKT2	mRNA	8	0	5000	4	0	1509	0	0	4201	3	0	2692	0	0	18	0	0	18	0	0	0	9	0	5000	1	0	89	0	0	127	8	0	3	3	0	0	0	0	0	0	0	0	1	0	9	1	0
TEKT3	TEKT3	mRNA	11	0	5000	4	0	1784	99	0	37830	93	0	36046	0	0	16	0	0	16	0	0	0	21	0	5000	0	0	124	2	0	187	11	0	93	2	0	0	0	0	0	0	0	0	2	0	21	0	2
TEKT4	TEKT4	mRNA	11	0	5000	4	0	2218	0	0	5397	0	0	3179	0	0	12	0	0	10	0	0	0	5	0	5000	0	0	60	3	0	1396	11	0	0	4	0	0	0	0	1	0	0	0	0	0	5	0	3
TEKT4P2	TEKT4P2	Non-coding_transcript	0	0	10000	0	0	2911	1	0	61406	1	0	58495	0	0	10	0	0	6	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEKT5	TEKT5	mRNA	27	0	5000	4	0	1609	394	0	67442	389	0	65833	0	0	12	0	0	12	0	0	0	20	0	5000	1	0	79	0	0	72	27	0	389	2	0	0	0	0	0	0	0	0	2	0	20	1	0
TELO2	TELO2	mRNA	12	0	5000	6	0	3328	32	0	17109	23	0	13781	0	0	40	0	0	40	0	0	0	24	0	5000	3	0	523	0	0	291	12	0	23	4	0	0	0	0	0	0	0	0	2	0	24	3	0
TEN1	TEN1	mRNA	10	0	5000	0	0	997	0	0	21370	0	0	20373	0	0	6	0	0	6	0	0	0	15	0	5000	1	0	324	1	0	301	10	0	0	1	0	0	0	0	0	0	0	0	1	0	15	1	1
TEN1-CDK3	TEN1-CDK3	Non-coding_transcript	0	0	5000	8	0	3330	68	0	26783	60	0	23453	0	0	18	0	0	18	0	0	0	0	0	5000	0	0	0	0	0	0	0	8	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TENC1	TENC1	mRNA	9	0	5000	2	0	5199	23	0	17353	21	0	12154	0	0	56	0	0	60	0	0	0	25	0	8025	1	0	496	0	0	665	9	0	21	1	0	0	0	0	0	0	0	0	1	0	25	1	0
TENM1	TENM1	mRNA	10	0	5000	3	0	12893	703	0	587911	694	0	575018	0	0	64	0	0	62	0	0	0	10	0	5000	6	0	4630	0	0	64	10	0	694	0	0	0	0	0	0	0	0	0	3	0	10	6	0
TENM2	TENM2	mRNA	4	0	5000	11	0	9645	2303	0	979320	2291	0	969675	0	0	56	0	0	56	0	0	0	6	0	5000	1	0	1347	0	0	0	4	0	2291	4	0	0	0	0	0	0	0	0	7	0	6	1	0
TENM3	TENM3	mRNA	17	0	5000	7	0	10810	1517	0	479041	1500	0	468231	0	0	52	0	0	52	2	0	0	22	0	5000	10	0	2673	0	0	37	17	0	1500	0	0	0	0	2	0	0	0	0	7	0	22	10	0
TENM4	TENM4	mRNA	15	0	5000	11	0	13548	2166	0	787368	2149	0	773820	0	0	66	0	0	66	0	0	0	6	0	5000	5	0	4775	1	0	463	15	0	2149	3	0	0	0	0	0	0	0	0	8	0	6	5	1
TEP1	TEP1	mRNA	7	0	5000	20	0	10694	140	0	47754	115	0	37060	0	0	108	0	0	108	2	0	0	13	0	5000	5	0	2770	0	0	40	7	0	115	14	0	0	0	2	0	0	0	0	6	0	13	5	0
TEPP	TEPP	mRNA	15	0	5000	1	0	1621	20	0	11679	16	0	10058	0	0	16	0	0	14	0	0	0	0	0	5000	3	0	687	0	0	37	15	0	16	1	0	0	0	0	0	0	0	0	0	0	0	3	0
TERC	TERC	Non-coding_transcript	2	0	5000	0	0	451	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
TERF1	TERF1	mRNA	9	0	5000	1	0	2960	82	0	38891	80	0	35931	0	0	18	0	0	18	0	0	0	9	0	5000	1	0	1615	0	0	25	9	0	80	0	0	0	0	0	0	0	0	0	1	0	9	1	0
TERF2	TERF2	mRNA	4	0	5000	1	0	2983	50	0	30428	44	0	27445	0	0	18	0	0	18	0	0	0	17	0	5000	5	0	1337	0	0	17	4	0	44	0	0	0	0	0	0	0	0	0	1	0	17	5	0
TERF2IP	TERF2IP	mRNA	8	0	5000	0	0	2178	3	0	9707	13	0	7529	0	0	4	0	0	4	0	0	0	15	0	5000	0	0	832	0	0	146	8	0	13	0	0	0	0	0	0	0	0	0	0	0	15	0	0
TERT	TERT	mRNA	0	0	5000	0	0	4013	48	0	41876	47	0	37863	0	0	30	0	0	30	0	0	0	17	0	5000	1	0	556	0	0	58	0	0	47	0	0	0	0	0	0	0	0	0	0	0	17	1	0
TES	TES	mRNA	27	0	5000	1	0	2858	142	0	48291	135	0	45433	0	0	12	0	0	14	0	0	0	19	0	10000	6	0	1301	0	0	291	27	0	135	0	0	0	0	0	0	0	0	0	1	0	19	6	0
TESC	TESC	mRNA	11	0	5000	1	0	1024	205	0	60524	204	0	59500	0	0	14	0	0	16	0	0	0	11	0	5000	1	0	210	0	0	164	11	1	204	0	0	0	0	0	0	0	0	0	0	0	11	1	0
TESK1	TESK1	mRNA	1	0	5000	1	0	2516	0	0	4758	5	0	2242	0	0	18	0	0	18	0	0	0	8	0	5000	0	0	299	0	0	336	1	0	5	0	0	0	0	0	0	0	0	0	1	0	8	0	0
TESK2	TESK2	mRNA	3	0	5000	0	0	3076	214	0	147286	212	0	144210	0	0	20	0	0	20	0	0	0	6	0	5000	1	0	957	1	0	403	3	0	212	0	0	0	0	0	0	0	0	0	0	0	6	1	1
TESPA1	TESPA1	mRNA	35	0	5000	4	0	4140	177	0	36444	154	0	32304	0	0	20	0	0	24	0	0	0	54	0	12908	18	0	2089	1	0	736	35	0	154	3	0	0	0	0	0	0	0	0	1	0	54	18	1
TET1	TET1	mRNA	17	0	5000	5	0	9584	327	0	134123	318	0	124539	0	0	22	0	0	22	0	0	0	14	0	5000	3	0	2668	1	0	505	17	0	318	3	0	0	0	0	0	0	0	0	2	0	14	3	1
TET2	TET2	mRNA	18	0	10000	8	0	15321	210	0	133929	201	0	118608	0	0	20	0	0	22	0	0	0	9	0	5810	5	0	8615	0	0	699	18	0	201	3	0	0	0	0	0	0	0	0	5	0	9	5	0
TET3	TET3	mRNA	30	0	5000	3	0	11387	219	0	121772	211	0	110385	0	0	20	0	0	20	0	0	0	0	0	5000	5	0	5999	0	0	0	30	0	211	2	0	0	0	0	0	0	0	0	1	0	0	5	0
TEX10	TEX10	mRNA	7	0	5000	1	0	3274	105	0	50903	104	0	47629	0	0	32	0	0	30	1	0	0	14	0	5406	0	0	116	0	0	365	7	0	104	0	0	0	0	1	0	0	0	0	1	0	14	0	0
TEX101	TEX101	mRNA	4	0	5000	1	0	1739	60	0	30005	57	0	28266	0	0	16	0	0	18	0	0	0	15	0	10000	0	0	218	2	0	756	4	0	57	0	0	0	0	0	0	0	0	0	1	0	15	0	2
TEX11	TEX11	mRNA	8	0	5000	4	0	3140	597	0	379778	593	0	376638	0	0	60	0	0	60	2	0	0	8	0	5000	0	0	155	0	0	162	8	0	593	2	0	0	0	2	0	0	0	0	2	0	8	0	0
TEX12	TEX12	mRNA	10	0	5000	1	0	1144	8	0	5185	10	0	4041	0	0	8	0	0	8	0	0	0	8	0	5000	1	0	640	0	0	132	10	0	10	0	0	0	0	0	0	0	0	0	1	0	8	1	0
TEX13A	TEX13A	mRNA	4	0	5000	1	0	1396	0	0	1767	0	0	371	0	0	8	0	0	6	0	0	0	6	0	5000	0	0	35	0	0	131	4	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0
TEX13B	TEX13B	mRNA	3	0	5000	1	0	1248	4	0	1507	1	0	259	0	0	4	0	0	4	0	0	0	7	0	5000	0	0	216	2	0	93	3	0	1	1	0	0	0	0	0	0	0	0	0	0	7	0	2
TEX14	TEX14	mRNA	12	0	5000	9	0	4946	223	0	135379	215	0	130433	0	0	66	0	0	64	1	0	0	7	0	5000	0	0	334	0	0	118	12	0	215	5	0	0	0	1	0	0	0	0	4	0	7	0	0
TEX15	TEX15	mRNA	10	0	5000	9	0	10112	23	0	17474	12	0	7362	0	0	6	0	0	6	0	0	0	6	0	5000	2	0	1742	0	0	0	10	0	12	7	0	0	0	0	0	0	0	0	2	0	6	2	0
TEX19	TEX19	mRNA	18	0	5000	2	0	1936	5	0	4530	2	0	2594	0	0	2	0	0	2	0	0	0	32	0	5000	1	0	1131	0	0	310	18	0	2	1	0	0	0	0	0	0	0	0	1	0	32	1	0
TEX2	TEX2	mRNA	3	0	5000	4	0	5270	268	0	115891	264	0	110621	0	0	24	0	0	24	0	0	0	18	0	10000	0	0	1536	0	0	329	3	0	264	3	0	0	0	0	0	0	0	0	1	0	18	0	0
TEX21P	TEX21P	Non-coding_transcript	14	0	5000	3	0	1045	0	0	2139	0	0	1094	0	0	2	0	0	2	0	0	0	15	0	5000	0	0	0	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
TEX22	TEX22	mRNA	2	0	5000	0	0	2571	20	0	15277	22	0	12706	0	0	6	0	0	6	0	0	0	3	0	5000	3	0	2026	0	0	92	2	0	22	0	0	0	0	0	0	0	0	0	0	0	3	3	0
TEX26	TEX26	mRNA	7	0	5000	1	0	998	103	0	42320	102	0	41322	1	0	12	0	0	12	1	0	0	13	0	5000	0	0	109	0	0	19	7	0	102	0	0	1	0	1	0	0	0	0	1	0	13	0	0
TEX26-AS1	TEX26-AS1	Non-coding_transcript	29	0	10000	7	0	2190	172	0	49774	165	0	47584	0	0	8	0	0	8	0	0	0	14	0	5000	0	0	0	0	0	0	29	7	165	0	0	0	0	0	0	0	0	0	0	0	14	0	0
TEX261	TEX261	mRNA	13	0	5000	0	0	3367	20	0	8934	13	0	5567	0	0	10	0	0	10	0	0	0	6	0	5000	7	0	2662	0	0	114	13	0	13	0	0	0	0	0	0	0	0	0	0	0	6	7	0
TEX264	TEX264	mRNA	2	0	5000	4	0	1877	38	0	33149	34	0	31272	0	0	12	0	0	20	0	0	0	4	0	5452	2	0	307	0	0	551	2	4	34	2	0	0	0	0	0	0	0	0	0	0	4	2	0
TEX28	TEX28	mRNA	0	0	5000	0	0	1621	1	0	24635	1	0	23014	0	0	8	0	0	10	0	0	0	1	0	5110	0	0	150	0	0	238	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TEX29	TEX29	mRNA	18	0	5000	1	0	709	78	0	23580	76	0	22871	0	0	10	0	0	10	0	0	0	30	0	5000	1	0	124	0	0	129	18	0	76	0	0	0	0	0	0	0	0	0	1	0	30	1	0
TEX30	TEX30	mRNA	13	0	5000	1	0	1397	14	0	7934	13	0	6537	0	0	10	0	0	10	0	0	0	12	0	5000	1	0	649	0	0	308	13	1	13	0	0	0	0	0	0	0	0	0	0	0	12	1	0
TEX33	TEX33	mRNA	22	0	5000	3	0	1049	63	0	16718	59	0	15669	0	0	12	0	0	10	0	0	0	23	0	5000	0	0	60	1	0	382	22	0	59	3	0	0	0	0	0	0	0	0	0	0	23	0	1
TEX35	TEX35	mRNA	16	0	6689	3	0	1391	25	0	10424	21	0	9033	0	0	20	0	0	18	0	0	0	15	0	5000	2	0	462	0	0	112	16	0	21	2	0	0	0	0	0	0	0	0	1	0	15	2	0
TEX36	TEX36	mRNA	7	0	5000	0	0	922	66	0	27451	66	0	26529	0	0	6	0	0	6	0	0	0	15	0	5000	0	0	206	0	0	155	7	0	66	0	0	0	0	0	0	0	0	0	0	0	15	0	0
TEX36-AS1	TEX36-AS1	Non-coding_transcript	11	0	5000	1	0	749	8	0	4075	7	0	3326	0	0	8	0	0	8	0	0	0	6	0	5000	0	0	0	0	0	0	11	1	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0
TEX37	TEX37	mRNA	17	0	5000	0	0	796	13	0	4935	13	0	4139	0	0	6	0	0	6	0	0	0	17	0	5000	0	0	111	0	0	142	17	0	13	0	0	0	0	0	0	0	0	0	0	0	17	0	0
TEX38	TEX38	mRNA	9	0	5000	2	0	859	0	0	1760	2	0	901	0	0	2	0	0	2	0	0	0	0	0	5000	0	0	128	0	0	110	9	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX40	TEX40	mRNA	1	0	5000	0	0	744	0	0	4377	5	0	3633	0	0	8	0	0	8	0	0	0	5	0	5000	0	0	121	0	0	20	1	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0
TEX41	TEX41	Non-coding_transcript	11	0	5000	12	0	4786	707	0	408758	695	0	403972	0	0	8	0	0	8	0	0	0	11	0	5000	0	0	0	0	0	0	11	12	695	0	0	0	0	0	0	0	0	0	0	0	11	0	0
TEX43	TEX43	mRNA	16	0	5000	1	0	459	8	0	4561	9	0	4102	0	0	4	0	0	4	0	0	0	17	0	5000	0	0	41	0	0	13	16	0	9	0	0	0	0	0	0	0	0	0	1	0	17	0	0
TEX9	TEX9	mRNA	11	0	5000	0	0	1782	234	0	80574	233	0	78792	0	0	24	0	0	26	1	0	0	16	0	5000	1	0	356	0	0	475	11	0	233	0	0	0	0	1	0	0	0	0	0	0	16	1	0
TF	TF	mRNA	9	0	5000	5	0	2791	88	0	32874	81	0	30083	0	0	32	0	0	32	0	0	0	13	0	5000	0	0	386	2	0	308	9	0	81	2	0	0	0	0	0	0	0	0	3	0	13	0	2
TFAM	TFAM	mRNA	10	0	5000	16	0	5369	31	0	14088	15	0	8719	0	0	14	0	0	14	0	0	0	13	0	5000	13	0	4156	3	0	405	10	16	15	0	0	0	0	0	0	0	0	0	0	0	13	13	3
TFAMP1	TFAMP1	Non-coding_transcript	12	0	5000	6	0	2223	6	0	2223	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
TFAP2A	TFAP2A	mRNA	10	0	5000	0	0	4252	24	0	22882	24	0	18630	0	0	12	0	0	16	0	0	0	18	0	12190	0	0	1734	0	0	1144	10	0	24	0	0	0	0	0	0	0	0	0	0	0	18	0	0
TFAP2A-AS1	TFAP2A-AS1	Non-coding_transcript	7	0	5000	2	0	1304	0	0	3852	0	0	2548	0	0	4	0	0	4	0	0	0	2	0	5000	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
TFAP2B	TFAP2B	mRNA	15	0	5000	0	0	5770	69	0	28888	54	0	23118	0	0	12	0	0	12	0	0	0	13	0	5000	14	0	4221	1	0	166	15	0	54	0	0	0	0	0	0	0	0	0	0	0	13	14	1
TFAP2C	TFAP2C	mRNA	16	0	5000	0	0	2865	10	0	9981	10	0	7116	0	0	12	0	0	12	0	0	0	2	0	5000	0	0	1269	0	0	243	16	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0
TFAP2D	TFAP2D	mRNA	10	0	5000	0	0	2040	79	0	59490	79	0	57450	0	0	14	0	0	14	0	0	0	8	0	5000	0	0	169	0	0	512	10	0	79	0	0	0	0	0	0	0	0	0	0	0	8	0	0
TFAP2E	TFAP2E	mRNA	7	0	5000	0	0	2187	31	0	21957	28	0	19770	0	0	12	0	0	12	0	0	0	3	0	5000	1	0	650	2	0	208	7	0	28	0	0	0	0	0	1	0	0	0	0	0	3	1	2
